codigo,nombre,Tipo_persona,nacionalidad,sexo biológico,fecha n,fecha m,profesiones-wikidata,Profesiones-otrasfuentes,Descripciones-url-datos,numero_revista,nombre_articulo,pagina,Naturaleza del artículo,ESTILO PRINCIPAL / INTENCIONALIDAD,GÉNERO,ESPECIE / SUBGÉNERO,Ilustraciones/Fotografías (Sí/No),Número de imágenes,Tipo_firma,grado,codigo_revista,dc.title,dc.contributor.editor,dc.date.issued,dc.publisher,dc.description.abstract
A62,Leopoldo Lugones,Nombre real,Argentina,m,13-06-1874,1938-02-18 0:00:00,"Escritor, polímata",,,R55,Las obras del sol,5,Republicación,Literario (Discurso centrado en la creación estética y la ficción),Lírico,Poesía,No,0,Con su nombre real,1,R55,"Prisma: revista ilustrada, de artes, letras, etc. (Año III, n.° 53)","Palma, Clemente, 1872-1946, dir.",24/08/1907,Lima: [s. n.],"Recoge cuentos, poemas y relatos de varios autores, presenta fotografías de eventos sociales y personajes de la política y la alta sociedad peruana, publica la continuación de la novela Mi tío Barbassou del autor Mario Uchard."
A62,Leopoldo Lugones,Nombre real,Argentina,m,13-06-1874,1938-02-18 0:00:00,"Escritor, polímata",,,R58,Un tierno corazón,10-11,Republicación,Literario (Discurso centrado en la creación estética y la ficción),Narrativo,Cuento,No,0,Con su nombre real,1,R58,"Prisma: revista ilustrada, de artes, letras, etc. (Año III, n.° 56)","Palma, Clemente, 1872-1946, dir.",14/09/1907,Lima: [s. n.],"Recoge uno de los tantos relatos inéditos de Clemente Palma como “El credo de un borracho”, en el que presenta un personaje alucinado, presenta el poema “Caridad” del poeta nicaragüense Rubén Darío máximo representante del modernismo literario en lengua española. Este poema es una exhortación del poeta a ejercer la caridad, es un llamado de los ricos para que se solidaricen con los pobres, con los oprimidos, con los ancianos y con los niños. Es un poema que invita a compartir como una manifestación de amor entre los seres humanos, publica la continuación de la novela Mi tío Barbassou del autor Mario Uchard."
A62,Leopoldo Lugones,Nombre real,Argentina,m,13-06-1874,1938-02-18 0:00:00,"Escritor, polímata",,,R9,Salmos del combate,19,Republicación,Literario (Discurso centrado en la creación estética y la ficción),Lírico,Poesía,No,0,Con su nombre real,1,R9,"Prisma: revista ilustrada, de artes, letras, etc. (Año II, n.° 7)","Hernández, Julio S, 1853-1906, dir.",01/02/1906,Lima: [s. n.],"Contiene artículos sobre el carácter de las mujeres peruanas y argentinas desde una perspectiva androcentrista, presenta un artículo que describe las impresiones de viaje a Londres, publica la primera entrega del ensayo de Raimundo morales sobre lo pintoresco en la literatura peruana, donde destaca la historia y tradiciones del Imperio de los Incas como fuente de producción e inspiración literaria. Se reproduce parte de la tesis de José de la Riva Agüero sobre historia de la literatura peruana."
A111,Lina Dorc,Seudónimo,-,-,,,,,,R20,A María Corpancho,30,Original,Literario (Discurso centrado en la creación estética y la ficción),Lírico,Poesía,Sí,1,Con seudónimo,2,R20,"Prisma: revista ilustrada, de artes, letras, etc. (Año II, n.° 18)","Amézaga, Carlos Germán, 1862-1906, dir.",16/07/1906,Lima: [s. n.],"Dedica una semblanza a la vida y obra de Julio S. Hernández, director de la revista Prisma, debido a su fallecimiento. Contiene un artículo sobre la obra teatral Lima por dentro de Manuel Moncloa y Covarrubias, padre e hijo, presentada en el Teatro Olimpo, presenta descripciones de viajes a Londres. Recoge variados poemas y relatos, entre ellos frases de Emilio Castelar puestas en rima por Ricardo Palma. Se reproduce parte de la tesis de José de la Riva Agüero sobre historia de la literatura peruana."
A111,Lina Dorc,Seudónimo,-,-,,,,,,R25,¡Casta diva!,19,Original,Literario (Discurso centrado en la creación estética y la ficción),Lírico,Poesía,No,0,Con seudónimo,2,R25,"Prisma: revista ilustrada, de artes, letras, etc. (Año II, n.° 23)","Amézaga, Carlos Germán, 1862-1906, dir.",1/10/1906,Lima: [s. n.],"Presenta una crónica del terremoto ocurrido en Valparaíso, Chile, en la que incluye fotografías de los edificios en ruinas. Recoge ensayos sobre la superficialidad del teatro del género chico en relación a una sociedad facilista y en decadencia intelectual. Recoge una crónica basada en el argumento de la ópera Tannhauser presentada en París. Informa sobre la confirmación de yacimientos de carbón en cantidades industrialmente explotables, tras perforaciones llevadas a cabo por la compañía minera de Paracas, presenta un artículo sobre la obra arquitectónica de Emilio Robert expresada en el proyecto del nuevo Palacio de Gobierno y el proyecto del Teatro Municipal. Contiene un elogio a la misión cultivante y persuasiva del libro. Se reproduce parte de la tesis de José de la Riva Agüero sobre historia de la literatura peruana."
A138,Luis Benjamín Cisneros,Nombre real,Perú,m,21-06-1837,1904-01-29 0:00:00,"Poeta, escritor, político, diplomático",,,R26,Póstuma,10,Republicación,Literario (Discurso centrado en la creación estética y la ficción),Lírico,Poesía,No,0,Con su nombre real,1,R26,"Prisma: revista ilustrada, de artes, letras, etc. (Año II, n.° 24)","Amézaga, Carlos Germán, 1862-1906, dir.",16/10/1906,Lima: [s. n.],"Reproduce algunos párrafos de la tesis titulada Los estudios literarios de Raimundo Morales de la Torre sustentada en la Universidad Mayor de San Marcos, presenta un escrito poético de Dora Mayer. Recoge un análisis de la conferencia en torno a los derechos de la mujer del literato noruego Bjornstejerne Bjornson pronunciada en el club femenino de Chopenhague, en el que aborda el concepto de la moral guerrera presente en el opresor. Se reproduce parte de la tesis de José de la Riva Agüero sobre historia de la literatura peruana."
A38,Luis Ulloa,Nombre real,Perú,m,27-09-1869,1936-02-10 0:00:00,Historiador,,,R4,Amor y muerte,16,Republicación,Literario (Discurso centrado en la creación estética y la ficción),Lírico,Poesía,Sí,1,Con su nombre real,1,R4,"Prisma: revista ilustrada, de artes, letras, etc. (Año I, n.° 3)","Hernández, Julio S, 1853-1906, dir.",16/10/1905,Lima: [s. n.],"Contiene artículos sobre el desarrollo del periodismo peruano expresado en los periódicos El Comercio, La Opinión Nacional y La Prensa, y el descubrimiento de yacimientos fosilíferos por alumnos de la Escuela de Ingenieros en la Isla de San Lorenzo, presenta un reportaje a la Escuela de Artes y Oficios que incluye fotografías de sus ambientes: talleres de mecánica y ebanistería, laboratorios de física y electricidad, biblioteca, comedor y dirección. A partir de este tercer número, se reproduce en las dos primeras páginas de Prisma, la tesis de José de la Riva Agüero sobre historia de la literatura peruana."
A38,Luis Ulloa,Nombre real,Perú,m,27-09-1869,1936-02-10 0:00:00,Historiador,,,R47,Fantasmas,5,No Determinado,Literario (Discurso centrado en la creación estética y la ficción),Lírico,Poesía,Sí,1,Con su nombre real,1,R47,"Prisma: revista ilustrada, de artes, letras, etc. (Año III, n.° 45)","Palma, Clemente, 1872-1946, dir.",29/06/1907,Lima: [s. n.],"Recoge relatos y poemas de varios autores, entre ellos un relato oriental, que se entremezclan con fotografías de eventos sociales y personajes de la política y la alta sociedad peruana. En este ejemplar continúa la novela “Mi tío Barbassou"" del autor Mario Uchard."
A166,Luis Valera,Nombre real,España,m,05-01-1870,1926-06-30 0:00:00,"Diplomático, escritor",,,R33,El mayor tesoro,17-19,Republicación,Literario (Discurso centrado en la creación estética y la ficción),Narrativo,Cuento,No,0,Con su nombre real,1,R33,"Prisma: revista ilustrada, de artes, letras, etc. (Año III, n.° 31)","Palma, Clemente, 1872-1946, dir.",01/02/1907,Lima: [s. n.],Presenta una crítica de las novelas Sábado de gloria de Enrique A. Carrillo y Malos amores de Felipe Sassone. Expone los argumentos de las obras teatrales francesas Les Mouettes (Las gaviotas) y La Virgen de Avila. Contiene fotografías de la huelga de motoristas y conductores realizada en la Plaza de Armas. Recoge una tradición de Ricardo Palma y un poema y relato de Rubén Darío.
A149,Manuel Moncloa y Covarrubias,Nombre real,Perú,m,24-04-1859,1911-12-10 0:00:00,"Periodista, dramaturgo, funcionario público",,,R28,Páginas teatrales,27,Original,Periodístico (Discurso centrado en la actualidad y el registro de la realidad),Crónica,Crónica literaria,No,0,Con su nombre real,2,R28,"Prisma: revista ilustrada, de artes, letras, etc. (Año II, n.° 26)","Amézaga, Carlos Germán, 1862-1906, dir.",16/11/1906,Lima: [s. n.],"Presenta un artículo sobre el fervor de las procesiones en Lima de 1662 tomado de las crónicas de Mugaburu. Expone fotografías de la embarcación ""Coronel Bolognesi"". Dedica un artículo a la Museo de Historia Nacional en el que describe las piezas de las culturas prehispánicas y los objetos religiosos y artísticos de la colonia. Recoge relatos y poemas de diferentes autores, entre ellos uno de Edmundo de Amicis. Se reproduce parte de la tesis de José de la Riva Agüero sobre historia de la literatura peruana."
A97,M. Gutiérrez Nájera,Nombre real,México,m,22-12-1859,3-2-1895,Poeta,,,R17,En días de lucha,20,Republicación,Literario (Discurso centrado en la creación estética y la ficción),Lírico,Poesía,No,0,Con su nombre real,1,R17,"Prisma: revista ilustrada, de artes, letras, etc. (Año II, n.° 15)","Hernández, Julio S, 1853-1906, dir.",01/06/1906,Lima: [s. n.],"Recoge artículos sobre la forma de vida de los mineros de las minas Lens con motivo de la explosión de la mina de la compañía Courrieres en Francia, la creación y organización de la Compañía Territorial de la ""Bella Unión"", que ilustra con numerosas fotografías, la inauguración del tranvía eléctrico de Lima, y la manifestación universitaria suscitada en la Facultad de Letras a consecuencia de la inconformidad de los estudiantes con la designación de un profesor para la cátedra de Sociología, presenta un poema de José Santos Chocano. Se reproduce parte de la tesis de José de la Riva Agüero sobre historia de la literatura peruana."
A26,M. R. Blanco Belmonte,Nombre real,España,m,1871,1936,"Periodista, escritor, traductor y poeta",,,R3,Locuras: a la unión ibero-americana,19,Republicación,Literario (Discurso centrado en la creación estética y la ficción),Lírico,Poesía,No,0,Con su nombre real,1,R3,"Prisma: revista ilustrada, de artes, letras, etc. (Año I, n.° 2)","Hernández, Julio S, 1853-1906, dir.",1/10/1905,Lima: [s. n.],"Presenta biografías de personajes ilustres como Francisco Antonio de Zela, Hernán Velarde, Lorenzo de las Llamosas y José Mateo Aguilar. Dedica varios artículos al centenario de Don Quijote de la Mancha, presenta fotografías del cortejo funebre del político Francisco García Calderón."
A48,M.O.T,Seudónimo,-,-,,,,,,R10,Scientia ¿sorprendiendo el secreto de la vida?: bios Afrodita,14-15,Original,"Ensayístico y de Divulgación (Discurso centrado en la reflexión, el análisis y la divulgación del saber)",Fragmento académico,Artículo científico,No,0,Con seudónimo,2,R10,"Prisma: revista ilustrada, de artes, letras, etc. (Año II, n.° 8)","Hernández, Julio S, 1853-1906, dir.",16/02/1906,Lima: [s. n.],"Presenta fotografías de monumentos conmemorativos del 2 de Mayo en los países de Bolivia, Chile, Ecuador y Perú. Contiene fragmentos del poema La leyenda del Caucho de Carlos G. Amézaga. Destaca en la segunda entrega del ensayo de Raimundo Morales sobre lo pintoresco en la literatura peruana, el paisaje como elemento aprovechable para la creación literaria. Recoge relatos y poemas de diferentes autores como Felipe Pardo y Aliaga. Se reproduce parte de la tesis de José de la Riva Agüero sobre historia de la literatura peruana."
A48,M.O.T,Seudónimo,-,-,,,,,,R14,Scientia ¿sorprendiendo el secreto de la vida?: ¡Quo non ascendam!,22-23,Original,"Ensayístico y de Divulgación (Discurso centrado en la reflexión, el análisis y la divulgación del saber)",Fragmento académico,Artículo científico,No,0,Con seudónimo,2,R14,"Prisma: revista ilustrada, de artes, letras, etc. (Año II, n.° 12)","Hernández, Julio S, 1853-1906, dir.",16/04/1906,Lima: [s. n.],"Presenta un artículo que examina el libro El proceso de Jesús escrito por el legalista italiano Juan Rosadi, cuyo tenor es el procedimiento judiciario aplicado a Jesús según las doctrinas legales y las prácticas judaicas y romanas de la época de su ejecución. Aborda a través de un artículo, el estudio de las teorías de la trasnformación de las especies, en el que señala que el transformismo hace visible la evolución, pero no su causa primera ni su finalidad. Recoge varios poemas entre ellos uno de José Martí. Se reproduce parte de la tesis de José de la Riva Agüero sobre historia de la literatura peruana."
A48,M.O.T,Seudónimo,-,-,,,,,,R6,Scientia ¿sorprendiendo el secreto de la vida?: los radiobios,14-15,Original,"Ensayístico y de Divulgación (Discurso centrado en la reflexión, el análisis y la divulgación del saber)",Fragmento académico,Artículo científico,Sí,2,Con seudónimo,2,R6,"Prisma: revista ilustrada, de artes, letras, etc. (Año I, n.° 5)","Hernández, Julio S, 1853-1906, dir.",16/11/1905,Lima: [s. n.],"Este número de Prisma dedica varias páginas al intelectual Ricardo Palma: presenta una tradición inédita, una remembranza sobre su gestión en la Biblioteca Nacional del Perú y una fotografía que retrata a Palma en su despacho de la Biblioteca Nacional. Recoge poemas y escritos de diferentes autores en torno a la figura de la muerte. Se reproduce parte de la tesis de José de la Riva Agüero sobre historia de la literatura peruana."
A121,Manuel A. Bedoya,Nombre real,Perú,m,14-02-1890,1941-08-28 0:00:00,"Periodista, escritor",,,R22,Sensaciones de sol,24,Original,Literario (Discurso centrado en la creación estética y la ficción),Lírico,Poesía,No,0,Con su nombre real,2,R22,"Prisma: revista ilustrada, de artes, letras, etc. (Año II, n.° 20)","Amézaga, Carlos Germán, 1862-1906, dir.",16/08/1906,Lima: [s. n.],"Recoje un artículo sobre la hacienda Patibamba en Abancay, propiedad de la firma Petriconi Hermanos, presenta una crítica al libro Los peruanos y su independencia de José A. de Izcue, en la que resalta la memoria de Túpac Amaru, Felipe Velasco, José Manuel Ubalde, los dos de Ángulo, como agentes del primer grito de independencia en el nuevo mundo. Ofrece una descripción y una vista panorámica de las minas de carbón de Cupisnique. Contiene poemas de diferentes autores. Se reproduce parte de la tesis de José de la Riva Agüero sobre historia de la literatura peruana."
