codigo,nombre,Tipo_persona,nacionalidad,sexo biológico,fecha n,fecha m,profesiones-wikidata,Profesiones-otrasfuentes,Descripciones-url-datos,numero_revista,nombre_articulo,pagina,Naturaleza del artículo,ESTILO PRINCIPAL / INTENCIONALIDAD,GÉNERO,ESPECIE / SUBGÉNERO,Ilustraciones/Fotografías (Sí/No),Número de imágenes,Tipo_firma,grado,codigo_revista,dc.title,dc.contributor.editor,dc.date.issued,dc.publisher,dc.description.abstract
A181,Abraham Dreyfus,Nombre real,Francia,m,21-06-1847,1926-11-07 0:00:00,"Periodista, Escritor, Dramaturgo",,,R36,La subasta de Susana,17-19,Republicación,Literario (Discurso centrado en la creación estética y la ficción),Narrativo,Cuento,Sí,1,Con su nombre real,1,R36,"Prisma: revista ilustrada, de artes, letras, etc. (Año III, n.° 34)","Palma, Clemente, 1872-1946, dir.",16/03/1907,Lima: [s. n.],"Presenta un ensayo sobre las políticas y estrategias educacionales llevadas a cabo por el Estado peruano donde destaca la contratación de maestros extranjeros y el envío de estudiantes peruanos a Europa. Registra la construcción de la defensa del puerto del Callao en el siglo XVII y XVIII. Expone fotografías de los balnearios del Callao. Aborda el americanismo del que sostiene que mientras más americana es una obra artística menos artística e interesante resulta debido a su falta de emoción estética y a su profuso regionalismo. Describe impresiones de viaje al Sacsahuamán en Cusco. Recoge un poema de Rubén Darío, publica la continuación de la novela Mi tío Barbassou de Mario Uchard."
A28,Adolfo Brisson,Nombre real,Francia,m,17-04-1860,,"Periodista, Escritor",,,R3,Eliseo Reclus,21-23,Republicación,Periodístico (Discurso centrado en la actualidad y el registro de la realidad),Crónica,Crónica literaria,No,0,Con su nombre real,1,R3,"Prisma: revista ilustrada, de artes, letras, etc. (Año I, n.° 2)","Hernández, Julio S, 1853-1906, dir.",1/10/1905,Lima: [s. n.],"Presenta biografías de personajes ilustres como Francisco Antonio de Zela, Hernán Velarde, Lorenzo de las Llamosas y José Mateo Aguilar. Dedica varios artículos al centenario de Don Quijote de la Mancha, presenta fotografías del cortejo funebre del político Francisco García Calderón."
A251,Adolfo Poleró Escamilla,Nombre real,Argentina,m,,,,,,R66,El literato falsificado,12,Republicación,Periodístico (Discurso centrado en la actualidad y el registro de la realidad),Retrato Periodístico,Semblanza,No,0,Con su nombre real,1,R66,"Prisma: revista ilustrada, de artes, letras, etc. (Año III, n.° 64)","Palma, Clemente, 1872-1946, dir.",9/11/1907,Lima: [s. n.],"Aparece en este ejemplar un cuento titulado “El quinto evangelio”, que corresponde a Cuentos Malévolos de Clemente Palma, cuyo argumento se centra en la visita del diablo a Jesús durante su agonía en la cruz para atormentarlo con burlas sobre la inutilidad de su sacrificio. Recoge cuentos, poemas y relatos de varios autores, presenta fotografías de eventos sociales y personajes de la política y la alta sociedad peruana, publica la continuación de la novela Mi tío Barbassou del autor Mario Uchard."
A64,Alfonso Daudet,Nombre real,Francia,m,13-06-1840,16-12-1897,"Escritor, dramaturgo, poeta, novelista, autobiógrafo, guionista, prosista, escritor de cuentos",,,R10,La viuda de un grande hombre,6-7,Republicación,Literario (Discurso centrado en la creación estética y la ficción),Narrativo,Cuento,Sí,5,Con su nombre real,1,R10,"Prisma: revista ilustrada, de artes, letras, etc. (Año II, n.° 8)","Hernández, Julio S, 1853-1906, dir.",16/02/1906,Lima: [s. n.],"Presenta fotografías de monumentos conmemorativos del 2 de Mayo en los países de Bolivia, Chile, Ecuador y Perú. Contiene fragmentos del poema La leyenda del Caucho de Carlos G. Amézaga. Destaca en la segunda entrega del ensayo de Raimundo Morales sobre lo pintoresco en la literatura peruana, el paisaje como elemento aprovechable para la creación literaria. Recoge relatos y poemas de diferentes autores como Felipe Pardo y Aliaga. Se reproduce parte de la tesis de José de la Riva Agüero sobre historia de la literatura peruana."
A64,Alfonso Daudet,Nombre real,Francia,m,13-06-1840,16-12-1897,"Escritor, dramaturgo, poeta, novelista, autobiógrafo, guionista, prosista, escritor de cuentos",,,R11,La bohemia en familia,6-7,Republicación,Periodístico (Discurso centrado en la actualidad y el registro de la realidad),Crónica,Crónica literaria,Sí,8,Con su nombre real,1,R11,"Prisma: revista ilustrada, de artes, letras, etc. (Año II, n.° 9)","Hernández, Julio S, 1853-1906, dir.",01/03/1906,Lima: [s. n.],"Presenta un artículo con fotografías sobre las regiones del oriente peruano recorridas por los ingenieros Cipriani y Kauffman y el marqués Médici de Marignano, como parte de la expedición para el establecimiento de vía férreas. Recoge relatos y poemas de diferente autores. Se reproduce parte de la tesis de José de la Riva Agüero sobre historia de la literatura peruana. Se reproduce parte de la tesis de José de la Riva Agüero sobre historia de la literatura peruana."
A64,Alfonso Daudet,Nombre real,Francia,m,13-06-1840,16-12-1897,"Escritor, dramaturgo, poeta, novelista, autobiógrafo, guionista, prosista, escritor de cuentos",,,R12,Un matrimonio de cantantes,6-7,Republicación,Literario (Discurso centrado en la creación estética y la ficción),Narrativo,Cuento,Sí,8,Con su nombre real,1,R12,"Prisma: revista ilustrada, de artes, letras, etc. (Año II, n.° 10)","Hernández, Julio S, 1853-1906, dir.",16/03/1906,Lima: [s. n.],"Presenta imágenes del proyecto arquitectónico del Teatro Nacional, del arquitecto J. E. Lattini, en diferentes ángulos: fachada frontal, corte longitudinal, corte transversal y fachada lateral. Analiza el panorama del teatro francés, que considera predominantemente social y de intereses. Contiene críticas literarias de los libros Abelardo de Eudofilo Álvarez y Un Conflicto de Emilio Castelar y Cobián. Presenta un artículo que describe impresiones de viaje a Londres. Recoge relatos y poemas de diferentes autores. Se reproduce parte de la tesis de José de la Riva Agüero sobre historia de la literatura peruana."
A64,Alfonso Daudet,Nombre real,Francia,m,13-06-1840,16-12-1897,"Escritor, dramaturgo, poeta, novelista, autobiógrafo, guionista, prosista, escritor de cuentos",,,R13,La transtiberina,14-16,Republicación,Periodístico (Discurso centrado en la actualidad y el registro de la realidad),Crónica,Crónica literaria,Sí,9,Con su nombre real,1,R13,"Prisma: revista ilustrada, de artes, letras, etc. (Año II, n.° 11)","Hernández, Julio S, 1853-1906, dir.",01/04/1906,Lima: [s. n.],"Presenta artículos sobre Santo Toribio de Mogrovejo . Recoge una tradición de Ricardo Palma sobre Santa Rosa de Lima y Santo Toribio, presenta varios poemas y relatos, entre ellos los de Felipe Pardo y Aliaga, Santiago Rusiñol y Rubén Darío. Reproduce párrafos de la crítica de Miguel de Unamuno al libro La ciudad de las ciudades del chileno Vicuña Subercaseaux."
A64,Alfonso Daudet,Nombre real,Francia,m,13-06-1840,16-12-1897,"Escritor, dramaturgo, poeta, novelista, autobiógrafo, guionista, prosista, escritor de cuentos",,,R14,La embustera,14-16,Republicación,Literario (Discurso centrado en la creación estética y la ficción),Narrativo,Cuento,Sí,7,Con su nombre real,1,R14,"Prisma: revista ilustrada, de artes, letras, etc. (Año II, n.° 12)","Hernández, Julio S, 1853-1906, dir.",16/04/1906,Lima: [s. n.],"Presenta un artículo que examina el libro El proceso de Jesús escrito por el legalista italiano Juan Rosadi, cuyo tenor es el procedimiento judiciario aplicado a Jesús según las doctrinas legales y las prácticas judaicas y romanas de la época de su ejecución. Aborda a través de un artículo, el estudio de las teorías de la trasnformación de las especies, en el que señala que el transformismo hace visible la evolución, pero no su causa primera ni su finalidad. Recoge varios poemas entre ellos uno de José Martí. Se reproduce parte de la tesis de José de la Riva Agüero sobre historia de la literatura peruana."
A64,Alfonso Daudet,Nombre real,Francia,m,13-06-1840,16-12-1897,"Escritor, dramaturgo, poeta, novelista, autobiógrafo, guionista, prosista, escritor de cuentos",,,R15,El credo del amor,14-15,Republicación,Literario (Discurso centrado en la creación estética y la ficción),Narrativo,Cuento,Sí,5,Con su nombre real,1,R15,"Prisma: revista ilustrada, de artes, letras, etc. (Año II, n.° 13)","Hernández, Julio S, 1853-1906, dir.",01/05/1906,Lima: [s. n.],"Reproduce fotografías de los edificios de San Francisco de California antes del terremoto de 1906, presenta fotografías de diferentes vistas de los cincos proyectos de monumentos a San Martín seleccionados en el concurso promovido por el Supremo Gobierno. Recoge poemas y relatos de varios autores entre ellos el poema de Manuel Ascencio Segura. Se reproduce parte de la tesis de José de la Riva Agüero sobre historia de la literatura peruana."
A64,Alfonso Daudet,Nombre real,Francia,m,13-06-1840,16-12-1897,"Escritor, dramaturgo, poeta, novelista, autobiógrafo, guionista, prosista, escritor de cuentos",,,R16,La condesa Irma,10-11,Republicación,Literario (Discurso centrado en la creación estética y la ficción),Narrativo,Cuento,Sí,6,Con su nombre real,1,R16,"Prisma: revista ilustrada, de artes, letras, etc. (Año II, n.° 14)","Hernández, Julio S, 1853-1906, dir.",16/05/1906,Lima: [s. n.],"Presenta un artículo sobre la actualidad escénica en Francia. Enuncia una defensa al proyecto Liberté, Egalité et Fraternit del artista Carlos Baca Flor presentado en el concurso de premiación al mejor proyecto de monumento a San Martín. Recoge variados relatos, entre ellos los de Rubén Darío y Santiago Rusiñol. Se reproduce parte de la tesis de José de la Riva Agüero sobre historia de la literatura peruana."
A142,Alfredo Lafosse,Nombre real,Perú,m,,,,,,R28,Mi padre,11,Original,"Ensayístico y de Divulgación (Discurso centrado en la reflexión, el análisis y la divulgación del saber)",Ensayo,Prosa poética,No,0,Con su nombre real,2,R28,"Prisma: revista ilustrada, de artes, letras, etc. (Año II, n.° 26)","Amézaga, Carlos Germán, 1862-1906, dir.",16/11/1906,Lima: [s. n.],"Presenta un artículo sobre el fervor de las procesiones en Lima de 1662 tomado de las crónicas de Mugaburu. Expone fotografías de la embarcación ""Coronel Bolognesi"". Dedica un artículo a la Museo de Historia Nacional en el que describe las piezas de las culturas prehispánicas y los objetos religiosos y artísticos de la colonia. Recoge relatos y poemas de diferentes autores, entre ellos uno de Edmundo de Amicis. Se reproduce parte de la tesis de José de la Riva Agüero sobre historia de la literatura peruana."
A168,Amado Nervo,Nombre real,México,m,27-08-1860,1919-05-24 0:00:00,"Periodista, Escritor, Diplomático",,,R33,A Kempis,21,Republicación,Literario (Discurso centrado en la creación estética y la ficción),Lírico,Poesía,No,0,Con su nombre real,1,R33,"Prisma: revista ilustrada, de artes, letras, etc. (Año III, n.° 31)","Palma, Clemente, 1872-1946, dir.",01/02/1907,Lima: [s. n.],Presenta una crítica de las novelas Sábado de gloria de Enrique A. Carrillo y Malos amores de Felipe Sassone. Expone los argumentos de las obras teatrales francesas Les Mouettes (Las gaviotas) y La Virgen de Avila. Contiene fotografías de la huelga de motoristas y conductores realizada en la Plaza de Armas. Recoge una tradición de Ricardo Palma y un poema y relato de Rubén Darío.
A168,Amado Nervo,Nombre real,México,m,27-08-1860,1919-05-24 0:00:00,"Periodista, Escritor, Diplomático",,,R40,A Felipe II,10,Republicación,Literario (Discurso centrado en la creación estética y la ficción),Lírico,Poesía,No,0,Con su nombre real,1,R40,"Prisma: revista ilustrada, de artes, letras, etc. (Año III, n.° 38)","Palma, Clemente, 1872-1946, dir.",11/05/1907,Lima: [s. n.],"Esboza una reseña biográfica del conspiracionista tacneño José Gómez. Recoge una tradición de Ricardo Palma y poemas de Rubén Darío y Amado Nervo. Expone diferentes vistas de la ciudad de Trujillo, publica la continuación de la novela Mi tío Barbassou de Mario Uchard."
A168,Amado Nervo,Nombre real,México,m,27-08-1860,1919-05-24 0:00:00,"Periodista, Escritor, Diplomático",,,R41,Parábola,3,Republicación,Literario (Discurso centrado en la creación estética y la ficción),Lírico,Poesía,No,0,Con su nombre real,1,R41,"Prisma: revista ilustrada, de artes, letras, etc. (Año III, n.° 39)","Palma, Clemente, 1872-1946, dir.",18/05/1907,Lima: [s. n.],"Analiza los aspectos filosóficos de la obra poética de René François Armand ""Sully"" Prudhomme y reproduce parte de los discursos pronunciados en la celebración de los veinticinco años del ingresó del poeta a la Academia Francesa, presenta un artículo sobre la fuga del conspiracionista tacneño José Gómez encarcelado en el Real Felipe. Describe las características estéticas y los principios que componen las obras De Marsella a Tokio y El alma japonesa de Enrique Gómez Carrillo. Recoge un poema de Amado Nervo y un relato de Emilia Pardo Bazán. Expone diferentes vistas de la ciudad de Cerro de Pasco. Informa sobre el tercer centenario del deán Antonio de Saavedra y Leiba, primer codificador de aguas durante el virreinato. Incluye una fotografía que muestra el ataúd con sus restos. Publica la continuación de la novela Mi tío Barbassou de Mario Uchard."
A168,Amado Nervo,Nombre real,México,m,27-08-1860,1919-05-24 0:00:00,"Periodista, Escritor, Diplomático",,,R42,A la católica magestad,8,Republicación,Literario (Discurso centrado en la creación estética y la ficción),Lírico,Poesía,No,0,Con su nombre real,1,R42,"Prisma: revista ilustrada, de artes, letras, etc. (Año III, n.° 40)","Palma, Clemente, 1872-1946, dir.",25/05/1907,Lima: [s. n.],"Presenta leyendas japonesas, así como relatos y poemas de varios autores, que se entremezclan con fotografías de eventos sociales y personajes de la política y la alta sociedad peruana, publica la continuación de la novela Mi tío Barbassou de Mario Uchard."
A168,Amado Nervo,Nombre real,México,m,27-08-1860,1919-05-24 0:00:00,"Periodista, Escritor, Diplomático",,,R44,Las cigüeñas,11,Republicación,Literario (Discurso centrado en la creación estética y la ficción),Lírico,Poesía,No,0,Con su nombre real,1,R44,"Prisma: revista ilustrada, de artes, letras, etc. (Año III, n.° 42)","Palma, Clemente, 1872-1946, dir.",08/06/1907,Lima: [s. n.],"Recoge poemas del peruano José Santos Chocano y del poeta mexicano Amado Nervo, entre otros autores, presenta relatos, historia y críticas de Clemente Palma. Dedica un reportaje fotográfico a las exequias del arzobispo de Lima Monseñor Tovar, publica la continuación de la novela Mi tío Barbassou de Mario Uchard."
A168,Amado Nervo,Nombre real,México,m,27-08-1860,1919-05-24 0:00:00,"Periodista, Escritor, Diplomático",,,R60,En camino,11,Republicación,Literario (Discurso centrado en la creación estética y la ficción),Lírico,Poesía,No,0,Con su nombre real,1,R60,"Prisma: revista ilustrada, de artes, letras, etc. (Año III, n.° 58)","Palma, Clemente, 1872-1946, dir.",28/09/1907,Lima: [s. n.],"Presenta un artículo acerca de la adquisición de una nave de guerra por erogación popular a raíz de la declaratoria de guerra con Chile, que sorprendiera desprevenidos e inermes a una parte de su escuadra que llegó a Mollendo a destruir elementos militares y al no hallarlos o existir los mismos, destruyó lanchas y botes destinados al tráfico mercantil, presenta fotografías de las placas de los cofres de las banderas del Almirante Grau y del Coronel Bolognesi. Recoge cuentos y relatos de varios autores, publica la continuación de la novela Mi tío Barbassou del autor Mario Uchard."
A168,Amado Nervo,Nombre real,México,m,27-08-1860,1919-05-24 0:00:00,"Periodista, Escritor, Diplomático",,,R66,Muerta,11,Republicación,Literario (Discurso centrado en la creación estética y la ficción),Lírico,Poesía,No,0,Con su nombre real,1,R66,"Prisma: revista ilustrada, de artes, letras, etc. (Año III, n.° 64)","Palma, Clemente, 1872-1946, dir.",9/11/1907,Lima: [s. n.],"Aparece en este ejemplar un cuento titulado “El quinto evangelio”, que corresponde a Cuentos Malévolos de Clemente Palma, cuyo argumento se centra en la visita del diablo a Jesús durante su agonía en la cruz para atormentarlo con burlas sobre la inutilidad de su sacrificio. Recoge cuentos, poemas y relatos de varios autores, presenta fotografías de eventos sociales y personajes de la política y la alta sociedad peruana, publica la continuación de la novela Mi tío Barbassou del autor Mario Uchard."
A168,Amado Nervo,Nombre real,México,m,27-08-1860,1919-05-24 0:00:00,"Periodista, Escritor, Diplomático",,,R69,Incoherentes,13,Republicación,Literario (Discurso centrado en la creación estética y la ficción),Lírico,Poesía,No,0,Con su nombre real,1,R69,"Prisma: revista ilustrada, de artes, letras, etc. (Año III, n.° 67)","Palma, Clemente, 1872-1946, dir.",30/11/1907,Lima: [s. n.],"Recoge poemas, artículos, relatos y fotografías de eventos sociales de la alta sociedad peruana, presenta fotografías de las maniobras militares de 1907."
A168,Amado Nervo,Nombre real,México,m,27-08-1860,1919-05-24 0:00:00,"Periodista, Escritor, Diplomático",,,R71,El nuevo rito,3,Republicación,Literario (Discurso centrado en la creación estética y la ficción),Lírico,Poesía,No,0,Con su nombre real,1,R71,"Prisma: revista ilustrada, de artes, letras, etc. (Año III, n.° 69)","Palma, Clemente, 1872-1946, dir.",14/12/1907,Lima: [s. n.],"Presenta un artículo sobre la Universidad de Pennsylvania, en el que describe extensamente las fases de la vida universitaria, refiere las estadística de alumnos graduados y estudiantes, y menciona algunas exhibiciones como el primer diploma de mérito expedido en América, el primer diploma de dentista expedido en el mundo, los primeros modelos de transmisiones telefónicas, una de las primeras lámparas eléctricas de Edison, y los documentos originales de Benjamín Franklin. Recoge poemas y relatos de varios y distinguidos autores, así como fotografías de las maniobras militares de 1907."
A36,Amalia Puga,Nombre real,Perú,f,08-09-1866,1963-09-20 0:00:00,"Escritora, poetisa, novelista, ensayista, cuentista",,,R4,A la Luna,6,Original,Literario (Discurso centrado en la creación estética y la ficción),Lírico,Poesía,No,0,Con su nombre real,2,R4,"Prisma: revista ilustrada, de artes, letras, etc. (Año I, n.° 3)","Hernández, Julio S, 1853-1906, dir.",16/10/1905,Lima: [s. n.],"Contiene artículos sobre el desarrollo del periodismo peruano expresado en los periódicos El Comercio, La Opinión Nacional y La Prensa, y el descubrimiento de yacimientos fosilíferos por alumnos de la Escuela de Ingenieros en la Isla de San Lorenzo, presenta un reportaje a la Escuela de Artes y Oficios que incluye fotografías de sus ambientes: talleres de mecánica y ebanistería, laboratorios de física y electricidad, biblioteca, comedor y dirección. A partir de este tercer número, se reproduce en las dos primeras páginas de Prisma, la tesis de José de la Riva Agüero sobre historia de la literatura peruana."
A69,Anatole France,Nombre real,Francia,m,16-04-1844,1924-10-12 0:00:00,Escritor,,,R11,La guerra,14,Republicación,"Ensayístico y de Divulgación (Discurso centrado en la reflexión, el análisis y la divulgación del saber)",Ensayo,Ensayo,No,0,Con su nombre real,1,R11,"Prisma: revista ilustrada, de artes, letras, etc. (Año II, n.° 9)","Hernández, Julio S, 1853-1906, dir.",01/03/1906,Lima: [s. n.],"Presenta un artículo con fotografías sobre las regiones del oriente peruano recorridas por los ingenieros Cipriani y Kauffman y el marqués Médici de Marignano, como parte de la expedición para el establecimiento de vía férreas. Recoge relatos y poemas de diferente autores. Se reproduce parte de la tesis de José de la Riva Agüero sobre historia de la literatura peruana. Se reproduce parte de la tesis de José de la Riva Agüero sobre historia de la literatura peruana."
A69,Anatole France,Nombre real,Francia,m,16-04-1844,1924-10-12 0:00:00,Escritor,,,R18,El jardín de Epicuro,14-15,Republicación,"Ensayístico y de Divulgación (Discurso centrado en la reflexión, el análisis y la divulgación del saber)",Ensayo,Ensayo,No,0,Con su nombre real,1,R18,"Prisma: revista ilustrada, de artes, letras, etc. (Año II, n.° 16)","Amézaga, Carlos Germán, 1862-1906, dir.",16/06/1906,Lima: [s. n.],"Presenta artículos sobre los monumentos de la cultura Inca en el Cusco, la actualidad escénica en Francia, y la construcción y diseño de una recoba en Arequipa a cargo de Pedro E, paulet. Recoge un poema de Felipe Pardo y Aliaga con motivo de su centenario. Se reproduce parte de la tesis de José de la Riva Agüero sobre historia de la literatura peruana."
A69,Anatole France,Nombre real,Francia,m,16-04-1844,1924-10-12 0:00:00,Escritor,,,R36,Lucífer,14-15,Republicación,Literario (Discurso centrado en la creación estética y la ficción),Narrativo,Cuento,No,0,Con su nombre real,1,R36,"Prisma: revista ilustrada, de artes, letras, etc. (Año III, n.° 34)","Palma, Clemente, 1872-1946, dir.",16/03/1907,Lima: [s. n.],"Presenta un ensayo sobre las políticas y estrategias educacionales llevadas a cabo por el Estado peruano donde destaca la contratación de maestros extranjeros y el envío de estudiantes peruanos a Europa. Registra la construcción de la defensa del puerto del Callao en el siglo XVII y XVIII. Expone fotografías de los balnearios del Callao. Aborda el americanismo del que sostiene que mientras más americana es una obra artística menos artística e interesante resulta debido a su falta de emoción estética y a su profuso regionalismo. Describe impresiones de viaje al Sacsahuamán en Cusco. Recoge un poema de Rubén Darío, publica la continuación de la novela Mi tío Barbassou de Mario Uchard."
A123,Aníbal Gálvez,Nombre real,Perú,m,29-09-1865,1922-01-09 0:00:00,,,,R21,A la otra esquina... crónica moqueguana - 1791,24-25,Original,Periodístico (Discurso centrado en la actualidad y el registro de la realidad),Crónica,Crónica histórica,No,0,Con su nombre real,2,R21,"Prisma: revista ilustrada, de artes, letras, etc. (Año II, n.° 19)","Amézaga, Carlos Germán, 1862-1906, dir.",01/08/1906,Lima: [s. n.],"Presenta artículos sobre personajes y hechos históricos de Perú, presenta fotografías de las celebraciones escolares y la parada militar por fiestas patrias, la inauguración del Museo Histórico del Perú y diferentes vistas de la línea del ferrocarril de Trujillo al interior. Se reproduce parte de la tesis de José de la Riva Agüero sobre historia de la literatura peruana."
A123,Aníbal Gálvez,Nombre real,Perú,m,29-09-1865,1922-01-09 0:00:00,,,,R23,La presa y la calderón: crónica limeña - 1750,6-7,Original,Periodístico (Discurso centrado en la actualidad y el registro de la realidad),Crónica,Crónica histórica,No,0,Con su nombre real,2,R23,"Prisma: revista ilustrada, de artes, letras, etc. (Año II, n.° 21)","Amézaga, Carlos Germán, 1862-1906, dir.",01/09/1906,Lima: [s. n.],"Presenta un artículo sobre el estudio científico del ocultismo o fenómenos misteriosos o anormales, publica una carta de Óscar Miró Quesada dirigida al director de la revista Heraldo del Istmo de Panamá, debido al retiro temporal de protección ecónomica del gobierno panameño por cuestiones de censura periodística. Destaca mediante una nota la obra intelectual de Dora Mayer en defensa del indio y publica uno de sus artículos. Contiene fotografías de los edificios destruídos por el terremoto en Valparaíso, Chile. Recoge poemas de diferentes autores entre ellos uno de José Santos Chocano."
A123,Aníbal Gálvez,Nombre real,Perú,m,29-09-1865,1922-01-09 0:00:00,,,,R26,Un pecador impenitente: crónica moqueguana 1791-1795,26,Original,Periodístico (Discurso centrado en la actualidad y el registro de la realidad),Crónica,Crónica histórica,No,0,Con su nombre real,2,R26,"Prisma: revista ilustrada, de artes, letras, etc. (Año II, n.° 24)","Amézaga, Carlos Germán, 1862-1906, dir.",16/10/1906,Lima: [s. n.],"Reproduce algunos párrafos de la tesis titulada Los estudios literarios de Raimundo Morales de la Torre sustentada en la Universidad Mayor de San Marcos, presenta un escrito poético de Dora Mayer. Recoge un análisis de la conferencia en torno a los derechos de la mujer del literato noruego Bjornstejerne Bjornson pronunciada en el club femenino de Chopenhague, en el que aborda el concepto de la moral guerrera presente en el opresor. Se reproduce parte de la tesis de José de la Riva Agüero sobre historia de la literatura peruana."
A123,Aníbal Gálvez,Nombre real,Perú,m,29-09-1865,1922-01-09 0:00:00,,,,R28,Doña,10-11,Original,Periodístico (Discurso centrado en la actualidad y el registro de la realidad),Crónica,Crónica histórica,No,0,Con su nombre real,2,R28,"Prisma: revista ilustrada, de artes, letras, etc. (Año II, n.° 26)","Amézaga, Carlos Germán, 1862-1906, dir.",16/11/1906,Lima: [s. n.],"Presenta un artículo sobre el fervor de las procesiones en Lima de 1662 tomado de las crónicas de Mugaburu. Expone fotografías de la embarcación ""Coronel Bolognesi"". Dedica un artículo a la Museo de Historia Nacional en el que describe las piezas de las culturas prehispánicas y los objetos religiosos y artísticos de la colonia. Recoge relatos y poemas de diferentes autores, entre ellos uno de Edmundo de Amicis. Se reproduce parte de la tesis de José de la Riva Agüero sobre historia de la literatura peruana."
A123,Aníbal Gálvez,Nombre real,Perú,m,29-09-1865,1922-01-09 0:00:00,,,,R29,Navajas y chavetas: crónica limeña de 1771,25,Original,Periodístico (Discurso centrado en la actualidad y el registro de la realidad),Crónica,Crónica histórica,No,0,Con su nombre real,2,R29,"Prisma: revista ilustrada, de artes, letras, etc. (Año II, n.° 27)","Amézaga, Carlos Germán, 1862-1906, dir.",1/12/1906,Lima: [s. n.],"Recoge una tradición de Ricardo Palma y un relato de Rubén Darío. Describe en un artículo las articulaciones sociales y progreso económico de los chinos emigrados a Singapur. Expone fotografías de las instalaciones eléctricas ejecutadas por las Empresas Eléctricas Asociadas en Chosica, presenta registros fotográficos de la huelga de los obreros de las compañías de vapores en el Callao. Se reproduce parte de la tesis de José de la Riva Agüero sobre historia de la literatura peruana."
A123,Aníbal Gálvez,Nombre real,Perú,m,29-09-1865,1922-01-09 0:00:00,,,,R34,"El ""Real Felipe"": el puerto de la ciudad",22-23,Original,"Ensayístico y de Divulgación (Discurso centrado en la reflexión, el análisis y la divulgación del saber)",Ensayo,Ensayo,No,0,Con su nombre real,2,R34,"Prisma: revista ilustrada, de artes, letras, etc. (Año III, n.° 32)","Palma, Clemente, 1872-1946, dir.",16/02/1907,Lima: [s. n.],"Presenta un análisis de la poética de Rubén Darío con motivo de la publicación de su poemario Cantos de vida y esperanza, en el que concluye que su poesía se encuentra en decadencia. Realiza una crítica literaria al poemario Lienzos del colombiano Moreno Alba. Expone diferentes diseños de ex-libris, entre ellos el de don José de San Martín. Contiene fotografías del carnaval en las calles de La Punta, la inauguración de la obras de desagüe en el Callao, así como diferentes vistas de la playa de Chorrillos. Recoge una tradición de Ricardo Palma, un poema de Charles Baudelarie y un relato de Rubén Darío, publica las primeras páginas de la novela Mi tío Barbassou de Mario Uchard."
A123,Aníbal Gálvez,Nombre real,Perú,m,29-09-1865,1922-01-09 0:00:00,,,,R35,"El ""Real Felipe"": el Callao de Lima",15-16,Original,"Ensayístico y de Divulgación (Discurso centrado en la reflexión, el análisis y la divulgación del saber)",Ensayo,Ensayo,No,0,Con su nombre real,2,R35,"Prisma: revista ilustrada, de artes, letras, etc. (Año III, n.° 33)","Palma, Clemente, 1872-1946, dir.",01/03/1907,Lima: [s. n.],"Analiza la poética del español Francisco de Villaespesa. Indaga sobre los orígenes del nombre del Callao. Contiene fotografías del balneario de La Punta. Recoge un relato de Guy de Maupassant, una tradición de Ricardo Palma y un poema de Rubén Darío, publica los resultados de una encuesta realizada por una revista francesa a sus suscriptoras, en la que se pregunta: ¿soís feliz de ser mujer?, ¿prefiríais ser hombre? y ¿qué carrera habríais seguido si hubieraís sido hombre? Publica la continuación de la novela Mi tío Barbassou de Mario Uchard."
A123,Aníbal Gálvez,Nombre real,Perú,m,29-09-1865,1922-01-09 0:00:00,,,,R36,"El ""Real Felipe"": el Callao - plaza fuerte",10-11,Original,"Ensayístico y de Divulgación (Discurso centrado en la reflexión, el análisis y la divulgación del saber)",Ensayo,Ensayo,No,0,Con su nombre real,2,R36,"Prisma: revista ilustrada, de artes, letras, etc. (Año III, n.° 34)","Palma, Clemente, 1872-1946, dir.",16/03/1907,Lima: [s. n.],"Presenta un ensayo sobre las políticas y estrategias educacionales llevadas a cabo por el Estado peruano donde destaca la contratación de maestros extranjeros y el envío de estudiantes peruanos a Europa. Registra la construcción de la defensa del puerto del Callao en el siglo XVII y XVIII. Expone fotografías de los balnearios del Callao. Aborda el americanismo del que sostiene que mientras más americana es una obra artística menos artística e interesante resulta debido a su falta de emoción estética y a su profuso regionalismo. Describe impresiones de viaje al Sacsahuamán en Cusco. Recoge un poema de Rubén Darío, publica la continuación de la novela Mi tío Barbassou de Mario Uchard."
A123,Aníbal Gálvez,Nombre real,Perú,m,29-09-1865,1922-01-09 0:00:00,,,,R37,"El ""Real Felipe"": los situados",14-15,Original,"Ensayístico y de Divulgación (Discurso centrado en la reflexión, el análisis y la divulgación del saber)",Ensayo,Ensayo,No,0,Con su nombre real,2,R37,"Prisma: revista ilustrada, de artes, letras, etc. (Año III, n.° 35)","Palma, Clemente, 1872-1946, dir.",01/04/1907,Lima: [s. n.],"Presenta una crítica literaria del poemario Almas que pasan del autor Amado Nervo. Recoge una tradición de Ricardo Palma y poemas de José Santos Chocano y Rubén Darío. Expone fotografías de intelectuales de las diferentes facultades de la Universidad Mayor de San Marcos. Reproduce fotografías enviadas por Paz Soldán que registran los daños causados por la inundación en el distrito de Ambo en la provincia de Huánuco, publica la continuación de la novela Mi tío Barbassou de Mario Uchard."
